year,raw_name,concept,harmonized_name,values_recode,manual_review_needed,harmonization_notes,original_label
2002,QN12_55,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- HMO's/insurance companies
2002,QN12_56,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of choice of doctors/healthcare providers
2002,QN12_57,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Can't go to specialist/problem getting referral
2002,QN12_60,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Doctors refuse to accept HMO's
2002,QN12_61,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other insurance company-driven
2002,QN12_62,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Bioterrorism
2002,QN12_63,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Terrorism (general)
2002,QN12_64,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Osama bin laden
2002,QN12_65,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Anthrax
2002,QN12_66,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Smallpox
2002,QN12_67,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other September 11th terrorists attacks
2002,QN12_69,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Stress
2002,QN12_70,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Poverty/homelessness (hunger)
2002,QN12_71,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Environmental issues (toxins/air pollution)
2002,QN12_72,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Drugs (unsp)
2002,QN12_73,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Lack of education of general public
2002,QN12_74,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Research/need more
2002,QN12_75,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Elderly need more help
2002,QN12_76,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"Q.12 What do you think are the two most important health care issues for the government to address?- Minor sickness (flu, cold, etc.)"
2002,QN12_77,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Guns/violence
2002,QN12_80,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Social security
2002,QN12_81,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Medicaid
2002,QN12_82,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Welfare
2002,QN12_83,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Child care
2002,QN12_84,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Women's health/women's issues
2002,QN12_85,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Public safety/safety issues/security/military
2002,QN12_86,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Teens/teen pregnancy/prevention
2002,QN12_89,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Health (n.s.)
2002,QN12_90,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Abortion issues
2002,QN12_91,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Education/help schools/better schools
2002,QN12_96,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- None
2002,QN12_97,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Other
2002,QN12_98,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Don't Know
2002,QN12_99,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,Q.12 What do you think are the two most important health care issues for the government to address?- Refused
2002,QN8,political_attitudes,political_attitudes,Variable-specific - see codebook,YES - Long/complex label,Political attitude scales - needs manual review per variable,"Q.8 How much of the time do you trust the government in Washington to do what is right-just about always, most of the time, or only some of the time?"
2002,PARTLEAN,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Complex question type,Political party identification,Q.90/91. Combination Leaned Party Table
2002,QN12_78,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,Q.12 What do you think are the two most important health care issues for the government to address?- Government/politics/politicians
2002,QN81,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"Q.81 Overall, in whom do you have more confidence when it comes to dealing with the economy- President Bush or the Democrats in Congress?"
2002,QN82,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"Q.82 Overall, in whom do you have more confidence when it comes to dealing with the economy- the Republicans or the Democrats?"
2002,QN90,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Long/complex label,Political party identification,"Q.90 In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else?"
2002,QN91,political_party,political_party,"1=Democrat, 2=Republican, 3=Independent, 4=Other/No preference",YES - Complex question type,Political party identification,Q.91 Do you consider yourself closer to the Republican party or the Democratic party?
2002,QN34,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",YES - Long/complex label,Religious affiliation,"Q.34 How important is religion in your everyday life: The most important thing in your life; a very important thing in your life, somewhat important; or not important at all?"
2002,QN98,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",YES - Long/complex label,Religious affiliation,"Q.98 What is your religious preference? Are you Protestant, Catholic, Jewish, some other religion, or no religion?"
2002,QN99,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,Q.99 Do you consider yourself a Christian?
2002,RELIGA,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,Q98/99. Religion Combination Table
2002,RELIGB,religion,religion,"1=Catholic, 2=Protestant, 3=Other Christian, 4=Other, 5=None",NO,Religious affiliation,Q98/99/100. Religion Summary Table
2002,QN35,undocumented_contact,undocumented_contact,"1=Yes, 0=No",YES - Long/complex label,Contact with undocumented immigrants,"Q.35 Aside from weddings and funerals, how often do you attend religious services? Would you say more than once a week, once a week, once or twice a month, a few times a year, seldom, or never?"
2002,SERVICE,undocumented_contact,undocumented_contact,"1=Yes, 0=No",NO,Contact with undocumented immigrants,Recode of qn62b
2002,QN11_12,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,Q.11 What do you think are the two most important issues for the government to address?- The election process/revamping the voting process
2002,QN11_17,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,Q.11 What do you think are the two most important issues for the government to address?- Campaign finance reform
2002,QN77,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,Q.77 Some people are registered to vote and others are not. Are you currently registered to vote at your present address?
2002,QN78,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,Q.78 Have you ever voted in an election in the U.S.?
2002,QN79,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"Q.79 Now I'm going to read you a list of issues that might be important in determining your votes for a political candidate. In general, which of these issues is the MOST important in deciding your..."
2002,QN79_1,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,Q.79 top 2 issues that might be important in determining your votes for a political candidate.
2002,QN79_2,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,Q.79 And which is the second most important in deciding your vote for a political candidate?
2002,QN79__2,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,Q.79 top 2 issues that might be important in determining your votes for a political candidate.
2002,QN80,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",YES - Long/complex label,Likelihood of voting,"Q.80 In considering whether or not to vote for a political candidate, how important is the candidate's position on HIV/AIDS in making your choice?"
2002,QN84,vote_intention,vote_intention,"1=Yes/Definitely, 2=Probably, 3=Probably not, 4=No/Definitely not",NO,Likelihood of voting,"Q.84 Since you moved to the U.S., have you voted in your country of origin or not?"
2004,AGE1,age,age,Continuous variable (years),NO,Age in years at time of survey,75. What is your age? (Top Range 55+)
2004,AGE2,age,age,Continuous variable (years),NO,Age in years at time of survey,75. What is your age? (Top Range 65+)
2004,LANGUAGE,age,age,Continuous variable (years),NO,Age in years at time of survey,Q53/54/55/56. Primary Language Raw Score
2004,PRIMARYL,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,Q53/54/55/56. Primary Language
2004,QN38,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,38. Some people say UNDOCUMENTED or ILLEGAL immigrants Help the economy by providing low-cost labor. Others say they Hurt the economy by driving wages down. Which is closer to your views?
2004,QN5,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"5. Now I want to ask you about you and your family's heritage. Are you Mexican, Puerto Rican, Cuban, Dominican, Salvadoran or are you and your ancestors from another country?"
2004,QN58,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"58. What language do you usually speak at home? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2004,QN59,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"59. What language do you usually speak at work? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2004,QN60,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"60. In what language are the news programs you usually watch on TV or listen to on the radio? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2004,QN60A,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,60A. Do you have any children under the age of 18?
2004,QN61,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"61. What language do your children usually speak with their friends? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2004,QN73,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,"73. Would you consider yourself a born-again or evangelical Christian, or not?"
2004,QN75,age,age,Continuous variable (years),YES - Indirect age measure,Age in years at time of survey,75. What is your age?
2004,QN83_5,age,age,Continuous variable (years),YES - Long/complex label,Age in years at time of survey,"INTERVIEWER: In what language did the respondent complete the interview? Only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?"
2004,QN17,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",NO,Citizenship/legal status,17. Now we would like to ask you about US citizenship. Are you.?
2004,QN19C,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,"19c. Please tell me whether you agree with this statement: In the United States, citizens can have an influence at all levels of government, from top to bottom, by voting and engaging in other poli..."
2004,QN40,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,40. Another proposal would give many of the undocumented or illegal Hispanic/Latino immigrants living in the U.S. a chance to remain here permanently with legal status and eventually become US citi...
2004,QN40A,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,40a. Which is closer to your view? In future: All legal immigrants to the US should have a chance to become Citizens or Some immigrants should come to the US through a temporary worker program whic...
2004,QN41H,citizenship_status,citizenship_status,"1=US Citizen, 2=Permanent Resident, 3=Other/Non-citizen",YES - Long/complex label,Citizenship/legal status,"41h. In order for an immigrant to say they are part of American society, do they have to each of the following, or not? Do immigrants have to Be a U.S. Citizen or not?"
2004,QN12B,education,education,"1=<HS, 2=HS, 3=Some college, 4=College+",YES - Long/complex label,Educational attainment categories,12b. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any school or tutoring program?
2004,QN74,education,education,"1=<HS, 2=HS, 3=Some college, 4=College+",NO,Educational attainment categories,74. What is the last grade or class that you completed in school?
2004,QN69,employment,employment_status,"1=Employed, 2=Unemployed, 3=Not in labor force",YES - Multiple questions,Employment status,69. What is your employment status? Are you.?
2004,QN1,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"1. Are you, yourself of Hispanic or Latino origin or descent such as Mexican, Puerto Rican, Cuban, Dominican, Central or South American, Carribean or some other Latin American background?"
2004,QN11BB,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"11bb. Was the candidate Latino, non-Latino, or have you contributed money to both Latino and non- Latino candidates?"
2004,QN11CC,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"11cc. Was the candidate Latino, non-Latino, or have you worked for both Latino and non-Latino candidates?"
2004,QN11DD,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,"11dd. Was the public meeting or demonstration specific to Latino concerns, or not?"
2004,QN12AA,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"12aa. In deciding whether to volunteer your time was it important that the organization(s) specifically addressed Latino concerns, or not?"
2004,QN12E,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,12e. Next I would like to talk with you about volunteer (spending time helping w/o being paid for it) activity. In the PAST YEAR have you volunteered your time to Any organization representing your...
2004,QN13,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"13. Based on your experience, do you think political leaders are interested in the problems of particular concern to Hispanics/Latinos living here or not?"
2004,QN14,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"14. Which party do you think has more concern for Latinos -- the Democratic party, the Republican party, or is there no difference?"
2004,QN15,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"15. Which comes closer to your views, Hispanics/Latinos from different countries Today are working together to achieve common political goals or Are not working together politically"
2004,QN16,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,16. Some Hispanics/Latinos are more concerned about government and politics in their country of origin than in the U.S. Others are more concerned about government and politics in the U.S. How about...
2004,QN19E,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19e. Please tell me whether you agree with this statement: Hispanics/Latinos are more likely to vote if there are Hispanics/Latinos on the ballot
2004,QN19F,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19f. Please tell me whether you agree with this statement: Hispanic/Latino voters are more likely to vote for a Hispanic/Latino candidate instead of as non-Hispanic/Latino running for the same offi...
2004,QN19G,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19g. Please tell me whether you agree with this statement: Hispanic/Latino voters will usually pick a Hispanic/Latino candidate even if there is a better qualified non-Hispanic/Latino running for t...
2004,QN19H,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19h. Please tell me whether you agree with this statement: I am more likely to vote if there are Hispanics/Latinos on the ballot
2004,QN19I,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19i. Please tell me whether you agree with this statement: I am more likely to vote for a Hispanic/Latino candidate instead of a non-Hispanic/Latino running for the same office if they have the sam...
2004,QN19J,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,19j. Please tell me whether you agree with this statement: I will usually pick a Hispanic/Latino candidate even if there is a better qualified non-Hispanic/Latino running for the same office
2004,QN4,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,4. The terms Hispanic and Latino are both used to describe people who are of Hispanic or Latino origin or descent. Do you happen to prefer one of these terms more than the other? Which term do you ...
2004,QN43AA,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"43aa. How important is it for different racial and ethnic groups to change so that they blend into the larger society, as in the idea of a melting pot of cultures?"
2004,QN43AB,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"43AB. How important is it for different racial and ethnic groups to maintain their distinct cultures, very important, somewhat important, not too important, or not at all important?"
2004,QN43BA,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"43BA. How important is it for Latinos to Change so that they blend into the larger society as in the idea of a melting pot of cultures very important, somewhat important, not too important, or not ..."
2004,QN43BB,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"43BB. How important is it for Latinos to maintain their distinct cultures very important, somewhat important, not too important, or not at all important?"
2004,QN51,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"51. How closely are you following the 2004 presidential race: very closely, somewhat closely, not too closely, or not closely at all?"
2004,QN6,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"6. What race do you consider yourself to be? White, Black or African-American, Asian, or some other race?"
2004,QN62C,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"62C. Overall, would you say relations between different races are better in the United States, better in the country you came from, or about the same?"
2004,QN63,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",YES - Long/complex label,Hispanic origin/ethnicity categories,"63. In general, do you think discrimination against Latinos is a major problem, minor problem, or not a problem in preventing Latinos in general from succeeding in America?"
2004,QN84,ethnicity_race,hispanic_origin,"1=Mexican, 2=Puerto Rican, 3=Cuban, 4=Other Hispanic, 5=Non-Hispanic",NO,Hispanic origin/ethnicity categories,INTERVIEWER: Please record your race
2004,QN45,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,45. Do you favor or oppose a constitutional amendment that would define marriage as a union between one man and one woman thereby prohibiting legally sanctioned marriages for same sex couples?
2004,QN47B,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",YES - Long/complex label,Standard binary/ternary gender coding,"47b. If you agreed with a presidential candidate on other issues, but not on the issue of A constitutional amendment against same sex marriages could you still vote for him, or not?"
2004,QN62,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,62. How many years have you lived in the (continental) United States?
2004,QN67,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,"67. Including yourself, how many people live in your household?"
2004,QN68,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,"68. Including yourself, how many people living in your household are 18 and over?"
2004,QND18,gender,gender,"1=Male, 2=Female, 3=Other/Non-binary",NO,Standard binary/ternary gender coding,GENDER
2004,QN10,geography,geography,State/region codes,NO,Geographic location indicators,10. Which of the following statements do you agree with more?
2004,QN19A,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,19a. Please tell me whether you agree with this statement: Political leaders do not care much what people like me think
2004,QN35,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,"35. Do you think the Bush Administration deliberately misled the American public about how big a threat Iraq was to the United States before the war began, or not?"
2004,QN37,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,"37. Do you think the United States should increase the number of Latin Americans allowed to come and work in this country LEGALLY, reduce the number, or allow the same numbner as it does now?"
2004,QN62A,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,"62a. Overall, would you say the friendliness and openness of the people is better in the United States, better in the country you came from, or about the same?"
2004,QN62B,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,"62B. Overall, would you say the amount of political freedom is better in the United States, better in the country you came from, or about the same?"
2004,QN73A,geography,geography,State/region codes,YES - Long/complex label,Geographic location indicators,73A. Do you agree or disagree with the following statement: Religion is a private matter that should be kept out of public debates over social and political issues. Is that strongly or somewhat?
2004,REGION,geography,geography,State/region codes,NO,Geographic location indicators,Census Region
2004,STATE,geography,geography,State/region codes,NO,Geographic location indicators,State Abbreviation
2004,QN43,immigrant_generation,immigrant_generation,"1=First generation, 2=Second generation, 3=Third+ generation",YES - Long/complex label,Derived from respondent and parent nativity,"43. How important is it to you that future generations of Latinos living in the United States speak Spanish-very important, somewhat important, not too important, or not important at all?"
2004,QN20J,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,"20j. Now I'm going to read you a list of issues that might be discussed during this year's presidential campaign. For each item I name, please tell me how important it will/should be in your vote f..."
2004,QN39,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,39. President Bush has proposed a plan that would allow some illegal immigrants in the U.S. to stay in this country legally for as temporary workers. The plan would these workers to eventually retu...
2004,QN41B,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,"41b. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Believe in the U.S. constitution, to say they a..."
2004,QN41E,immigration_attitudes,immigration_attitude,"1=Pro-immigration, 2=Neutral, 3=Anti-immigration",YES - Long/complex label,General immigration attitude scale,"41e. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Vote in U.S. elections to say they are part of ..."
2004,INCOME,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,79/80/81/82. Income Summary Table
2004,QN79,income,household_income,Categorical income brackets - see codebook,NO,Household income categories,"79. Is your total annual household income from all sources, and before taxes:"
2004,ENGLISH,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Missing label,Primary language spoken at home,NA
2004,QN2,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",NO,Primary language spoken at home,2. Would you prefer to be interviewed in English or Spanish?
2004,QN41A,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"41a. In order for an immigrant to say that they are part of American society, do they have to do each of the following, or not? Do immigrants have to Speak English to say they are part of American ..."
2004,QN53,language,language_home,"1=English only, 2=Spanish only, 3=Both English and Spanish, 4=Other",YES - Long/complex label,Primary language spoken at home,"53. Would you say you can carry on a conversation in Spanish, both understanding and speaking-- very well, pretty well, just a little, or not at all?"
